City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
369,Makakilo City,US,21.35,-158.09,89.6,46,1,9.17,clear sky
370,Marystown,CA,47.17,-55.15,51.01,100,82,4.25,broken clouds
371,Saint Anthony,US,45.02,-93.22,55.4,37,1,6.93,clear sky
372,Bilma,NE,18.69,12.92,90.09,14,2,4.76,clear sky
373,Denpasar,ID,-8.65,115.22,78.8,100,75,2.24,broken clouds
374,Hualmay,PE,-11.1,-77.61,61.66,85,27,7.05,scattered clouds
375,Dhanera,IN,24.52,72.02,76.62,76,0,4.45,clear sky
376,Muroto,JP,33.28,134.15,71.6,88,75,4.7,broken clouds
377,Fort Nelson,CA,58.81,-122.7,62.6,27,75,17.22,broken clouds
378,Juneau,US,58.3,-134.42,50.0,87,90,18.34,moderate rain
379,Puerto Escondido,MX,15.85,-97.07,84.2,70,75,4.7,broken clouds
380,Amuntai,ID,-2.42,115.25,81.86,71,100,0.45,overcast clouds
381,Kamaishi,JP,39.27,141.88,62.6,77,75,13.87,light intensity shower rain
382,Huaicheng,CN,23.91,112.19,71.98,71,26,3.78,scattered clouds
383,Patos,BR,-7.02,-37.28,76.6,61,65,19.55,broken clouds
384,Vestmannaeyjar,IS,63.44,-20.27,42.21,78,57,12.82,broken clouds
385,Seoul,KR,37.57,126.98,53.6,66,1,10.2,clear sky
386,Churu,IN,28.3,74.95,72.88,24,0,1.3,clear sky
387,Mae Sai,TH,20.43,99.88,75.2,100,20,2.24,few clouds
388,Fukue,JP,32.69,128.84,66.2,63,40,18.34,scattered clouds
389,Mavrovi Anovi,MK,41.7,20.76,64.0,73,0,4.88,clear sky
390,Marsh Harbour,BS,26.54,-77.06,83.08,78,88,13.02,overcast clouds
391,Manadhoo,MV,5.77,73.38,81.82,78,9,15.1,clear sky
392,Quatre Cocos,MU,-20.21,57.76,71.6,88,75,10.29,broken clouds
393,Kupang,ID,-10.17,123.58,82.4,45,20,4.7,few clouds
394,Izumo,JP,35.37,132.77,66.2,68,75,13.87,broken clouds
395,Awjilah,LY,29.11,21.29,85.19,23,0,8.3,clear sky
396,Quechultenango,MX,17.42,-99.22,71.87,70,70,0.47,broken clouds
397,Neuquen,AR,-38.95,-68.06,44.6,81,22,2.24,few clouds
398,Goderich,CA,43.75,-81.72,52.0,52,94,1.01,overcast clouds
399,Baruun-Urt,MN,46.68,113.28,31.23,74,0,4.94,clear sky
400,Vyartsilya,RU,62.18,30.69,51.21,94,100,9.01,moderate rain
401,Gaoual,GN,11.75,-13.2,74.7,92,89,3.47,overcast clouds
402,Saint-Francois,FR,46.42,3.91,50.0,71,73,4.7,broken clouds
403,Allapalli,IN,19.42,80.07,71.83,80,96,3.11,overcast clouds
404,Katsina,NG,12.99,7.6,82.02,45,16,6.87,few clouds
405,Nerchinskiy Zavod,RU,51.31,119.61,34.27,82,0,3.62,clear sky
406,San Clemente,US,33.43,-117.61,91.4,15,40,8.05,scattered clouds
407,Mattoon,US,39.48,-88.37,54.0,46,1,10.29,clear sky
408,Port Macquarie,AU,-31.43,152.92,79.0,45,1,1.99,clear sky
409,Dalaba,GN,10.7,-12.25,61.75,100,100,3.11,overcast clouds
410,Sioux Lookout,CA,50.1,-91.92,48.2,49,90,11.41,overcast clouds
411,La Paz,BO,-16.5,-68.15,50.0,46,20,3.36,few clouds
412,Shakhtinsk,KZ,49.71,72.59,32.0,97,90,13.42,light shower snow
413,Gimli,CA,50.63,-96.99,60.01,92,100,8.01,overcast clouds
414,Tiarei,PF,-17.53,-149.33,82.4,65,40,4.7,scattered clouds
415,Boyolangu,ID,-8.12,111.89,77.5,78,92,8.05,overcast clouds
416,Norman Wells,CA,65.28,-126.83,62.6,36,75,11.41,broken clouds
417,Skjervoy,NO,70.03,20.97,51.3,74,0,13.71,clear sky
418,Buturlino,RU,55.57,44.9,38.71,78,60,5.1,broken clouds
419,Charters Towers,AU,-20.1,146.27,75.99,53,92,13.82,overcast clouds
420,Tigil,RU,57.8,158.67,45.27,59,99,13.47,overcast clouds
421,Hambantota,LK,6.12,81.12,75.2,94,40,8.05,scattered clouds
422,Obsharovka,RU,53.12,48.85,40.24,77,0,5.48,clear sky
423,Springbok,ZA,-29.66,17.89,56.73,62,72,1.39,broken clouds
424,Caravelas,BR,-17.71,-39.25,73.04,87,54,4.0,broken clouds
425,Sergeyevka,KZ,53.88,67.42,28.69,95,0,6.69,clear sky
426,Sokoto,NG,13.06,5.24,82.36,50,3,7.56,clear sky
427,Panjab,AF,34.39,67.02,27.57,88,0,4.12,clear sky
428,Kavaratti,IN,10.57,72.64,80.58,71,99,11.45,overcast clouds
429,Bama,NG,11.52,13.69,80.4,67,30,2.42,scattered clouds
430,Aksarka,RU,66.56,67.8,35.58,86,100,15.99,overcast clouds
431,Zaysan,KZ,47.47,84.87,46.92,53,44,4.5,scattered clouds
432,Lagoa,PT,39.05,-27.98,68.61,84,0,10.65,clear sky
433,Paciran,ID,-6.88,112.38,80.78,70,73,7.76,broken clouds
434,Mount Isa,AU,-20.73,139.5,82.4,26,40,6.93,scattered clouds
435,Hyeres,FR,43.12,6.12,57.0,76,55,4.7,broken clouds
436,Flin Flon,CA,54.77,-101.86,60.8,63,75,4.7,broken clouds
437,Makat,KZ,47.65,53.35,54.68,50,100,10.49,overcast clouds
438,Multai,IN,21.77,78.25,67.93,74,100,7.85,overcast clouds
439,Alice Springs,AU,-23.7,133.88,53.6,100,90,13.87,overcast clouds
440,Prince Rupert,CA,54.32,-130.32,57.2,76,90,12.75,overcast clouds
441,North Bend,US,43.41,-124.22,64.99,77,1,13.87,clear sky
442,Wattegama,LK,6.8,81.48,75.2,94,40,8.05,scattered clouds
443,Tuatapere,NZ,-46.13,167.68,69.01,51,68,18.01,broken clouds
444,Rio Grande,BR,-32.03,-52.1,57.0,94,100,8.99,light rain
445,Qaqortoq,GL,60.72,-46.03,35.6,64,2,3.36,clear sky
446,Najran,SA,17.49,44.13,69.8,29,0,2.57,clear sky
447,Jabinyanah,TN,35.03,10.91,75.2,88,20,3.0,few clouds
448,Suchdol Nad Luznici,CZ,48.89,14.88,46.99,88,55,1.01,broken clouds
449,Luau,AO,-10.71,22.22,70.05,54,37,2.51,scattered clouds
450,Celendin,PE,-6.87,-78.15,57.29,68,57,5.61,broken clouds
451,Beringovskiy,RU,63.05,179.32,35.01,81,57,11.14,broken clouds
452,Manono,CD,-7.3,27.42,73.13,56,3,0.96,clear sky
453,High Level,CA,58.52,-117.14,62.6,41,20,12.75,few clouds
454,Vagur,FO,61.47,-6.81,50.94,83,99,15.5,overcast clouds
455,Vega De Alatorre,MX,20.03,-96.63,77.83,72,0,13.87,clear sky
456,Boende,CD,-0.22,20.87,69.71,96,41,0.65,scattered clouds
457,Pareora,NZ,-44.49,171.21,66.99,39,47,10.0,scattered clouds
458,Bosobolo,CD,4.18,19.9,70.92,89,33,0.65,scattered clouds
459,Sola,VU,-13.88,167.55,78.69,85,30,18.3,scattered clouds
460,Nivala,FI,63.92,24.97,48.99,86,29,4.0,scattered clouds
461,Sao Joao Da Barra,BR,-21.64,-41.05,73.06,89,76,18.43,broken clouds
462,Lamu,KE,-2.27,40.9,78.8,83,40,5.82,scattered clouds
463,Iwaki,JP,37.05,140.88,71.01,93,100,1.01,overcast clouds
464,Mao,ES,39.89,4.27,59.0,82,39,5.82,scattered clouds
465,Souillac,MU,-20.52,57.52,71.6,88,75,10.29,broken clouds
466,Santa Fe,AR,-31.63,-60.7,54.0,93,100,3.0,overcast clouds
467,Mnogovershinnyy,RU,53.94,139.92,42.57,96,100,10.71,light rain
468,Belyy Yar,RU,53.6,91.39,32.0,78,94,3.4,overcast clouds
469,Almaznyy,RU,48.04,40.05,57.2,30,0,13.42,clear sky
470,Lakes Entrance,AU,-37.88,147.98,57.0,75,100,4.0,overcast clouds
471,Acarau,BR,-2.89,-40.12,78.37,81,44,14.58,scattered clouds
472,Zyryanka,RU,65.75,150.85,35.91,76,43,3.71,scattered clouds
473,Wewak,PG,-3.55,143.63,84.81,70,96,4.79,overcast clouds
474,Qinhuangdao,CN,39.93,119.59,53.06,42,0,7.4,clear sky
475,Semey,KZ,50.41,80.23,44.6,87,90,6.71,overcast clouds
476,Salinas,US,36.68,-121.66,77.0,60,1,12.75,clear sky
477,Kargasok,RU,59.06,80.86,29.52,98,90,9.82,overcast clouds
478,Cabo Rojo,PR,18.09,-67.15,82.99,84,65,5.26,broken clouds
479,Potosi,BO,-19.58,-65.75,48.07,68,76,8.63,light rain
480,Olga,RU,43.74,135.29,50.4,66,1,7.61,clear sky
481,Jumla,NP,29.27,82.18,50.0,49,14,4.36,few clouds
482,Seredka,RU,58.16,28.19,62.6,72,97,11.18,light intensity shower rain
483,Kloulklubed,PW,7.04,134.26,84.2,83,75,5.82,broken clouds
484,San Cosme Y Damian,PY,-27.32,-56.35,73.4,60,85,6.93,overcast clouds
485,Nabire,ID,-3.37,135.48,84.54,66,88,1.03,overcast clouds
486,Usinsk,RU,65.99,57.53,32.85,93,81,13.02,broken clouds
487,Komsomolskiy,UZ,40.43,71.72,53.6,54,37,4.7,scattered clouds
488,Praya,CV,14.92,-23.51,75.2,78,20,8.05,few clouds
489,Bida,NG,9.08,6.02,76.71,89,90,1.54,light rain
490,Chongqing,CN,29.56,106.55,64.0,100,90,6.71,mist
491,Bantva,IN,21.49,70.07,77.02,85,0,4.18,clear sky
492,Lawrenceburg,US,38.04,-84.9,57.2,71,90,9.17,overcast clouds
493,Brae,GB,60.4,-1.35,53.6,100,75,12.75,broken clouds
494,Flinders,AU,-34.58,150.86,75.0,53,0,10.0,clear sky
495,Comodoro Rivadavia,AR,-45.87,-67.5,66.2,17,9,13.87,clear sky
496,Aksarayskiy,RU,46.79,48.01,53.6,39,78,6.71,broken clouds
497,Saiki,JP,32.95,131.9,71.01,82,100,16.98,overcast clouds
498,Hay River,CA,60.82,-115.8,59.0,51,75,13.87,broken clouds
499,Bengkulu,ID,-3.8,102.27,76.08,87,100,7.52,overcast clouds
500,Collie,AU,-33.37,116.15,50.0,62,0,6.6,clear sky
501,Terra Santa,BR,-2.1,-56.49,84.36,49,43,3.29,scattered clouds
502,Oksfjord,NO,70.24,22.35,44.6,87,0,19.46,clear sky
503,Broken Hill,AU,-31.95,141.43,51.8,81,90,24.16,overcast clouds
504,Belle Fourche,US,44.67,-103.85,73.99,32,1,5.82,clear sky
505,Dubbo,AU,-32.25,148.62,71.6,49,0,18.34,clear sky
506,Naryan-Mar,RU,67.67,53.09,41.23,88,100,16.2,overcast clouds
507,Labuhan,ID,-6.88,112.21,80.69,71,73,10.94,broken clouds
508,Manuk Mangkaw,PH,4.8,119.85,83.88,75,100,11.21,light rain
509,Half Moon Bay,US,37.46,-122.43,78.01,93,90,11.41,mist
510,Sinnamary,GF,5.38,-52.95,79.72,87,39,9.44,scattered clouds
511,Sidi Ali,DZ,36.1,0.42,63.95,65,90,5.48,overcast clouds
512,Mitsamiouli,KM,-11.38,43.28,76.68,77,42,6.91,scattered clouds
513,Sile,TR,41.18,29.61,68.0,64,3,4.7,clear sky
514,Jieshi,CN,22.81,115.83,82.99,86,79,20.11,broken clouds
515,Muros,ES,42.78,-9.06,52.0,94,70,1.01,broken clouds
516,Asau,RO,46.43,26.4,57.99,99,48,2.42,scattered clouds
517,Solnechnyy,RU,50.72,136.63,40.64,84,90,9.89,overcast clouds
518,Chuzhou,CN,32.32,118.3,62.01,56,0,8.34,clear sky
519,Oussouye,SN,12.48,-16.55,82.4,88,20,6.93,few clouds
520,Salta,AR,-24.79,-65.41,62.6,45,32,9.17,scattered clouds
521,Novikovo,RU,51.15,37.89,51.19,66,0,7.81,clear sky
522,Yanam,IN,16.73,82.22,75.04,92,100,3.85,overcast clouds
523,Male,MV,4.17,73.51,80.6,83,75,10.29,broken clouds
524,Nemuro,JP,43.32,145.57,61.45,94,100,21.3,moderate rain
525,Veles,MK,41.72,21.78,62.6,88,0,3.36,clear sky
526,Spearfish,US,44.49,-103.86,73.0,32,1,5.82,clear sky
527,Senahu,GT,15.4,-89.83,62.29,94,99,2.13,overcast clouds
528,Egvekinot,RU,66.32,-179.17,31.53,87,77,5.21,broken clouds
529,Moron,AR,-34.65,-58.62,55.99,85,100,4.0,overcast clouds
530,Salalah,OM,17.02,54.09,75.2,73,20,4.7,few clouds
531,Cauquenes,CL,-35.97,-72.32,46.6,77,0,8.39,clear sky
532,Sulphur,US,30.24,-93.38,80.6,50,1,3.36,clear sky
533,Kungurtug,RU,50.6,97.52,25.79,89,0,1.03,clear sky
534,Liwale,TZ,-9.77,37.93,65.93,83,59,2.77,broken clouds
535,Maungaturoto,NZ,-36.1,174.37,69.01,71,12,1.01,few clouds
536,Kiunga,PG,-6.12,141.29,79.02,84,100,0.13,heavy intensity rain
537,Misratah,LY,32.38,15.09,84.69,48,58,8.01,broken clouds
538,Barabinsk,RU,55.36,78.36,28.83,97,32,7.05,scattered clouds
539,Rockland,US,41.17,-74.05,57.99,76,37,4.07,scattered clouds
540,Colares,PT,38.8,-9.45,62.01,82,74,15.01,broken clouds
541,Henties Bay,NA,-22.12,14.28,55.0,90,0,4.7,clear sky
542,Nargana,PA,9.44,-78.59,79.61,82,100,13.15,overcast clouds
543,Berlevag,NO,70.86,29.09,46.94,76,0,8.63,clear sky
544,Urbano Santos,BR,-3.21,-43.4,76.77,84,18,5.46,few clouds
545,Ler,SS,8.3,30.14,71.96,89,62,1.41,broken clouds
546,Chilliwack,CA,49.17,-121.94,61.0,86,82,2.84,broken clouds
547,Tambura,SS,5.6,27.47,68.07,79,1,1.83,clear sky
548,Mugan,CN,35.94,101.38,42.78,64,96,1.74,overcast clouds
549,Sydney,AU,-33.87,151.21,82.4,30,0,23.04,clear sky
550,Barcelona,ES,41.39,2.16,62.01,54,24,5.82,few clouds
551,Montevideo,UY,-34.83,-56.17,59.0,67,90,13.87,overcast clouds
552,Katherine,AU,-14.47,132.27,84.2,58,40,10.29,scattered clouds
553,Mengcheng,CN,33.26,116.57,52.92,54,45,6.2,scattered clouds
554,North Branch,US,45.51,-92.98,53.01,49,13,5.01,few clouds
555,Indian Head,US,38.6,-77.16,59.0,82,20,3.69,few clouds
556,Hanzhong,CN,33.07,107.03,51.66,87,100,4.52,light rain
557,Santa Luzia,BR,-19.77,-43.85,82.4,48,44,10.29,scattered clouds
558,Mukhen,RU,48.1,136.1,48.27,70,100,8.75,overcast clouds
559,Sosnovo,RU,60.55,30.21,55.99,85,100,8.63,overcast clouds
560,Yarmouth,US,41.71,-70.23,61.0,82,75,3.36,broken clouds
561,Mwinilunga,ZM,-11.74,24.43,66.06,28,0,2.33,clear sky
562,Alta Floresta,BR,-9.88,-56.09,82.8,40,16,3.29,heavy intensity rain
563,Derzhavinsk,KZ,51.1,66.32,33.21,87,0,10.96,clear sky
564,Taganak,PH,6.08,118.3,77.0,88,20,3.36,few clouds
565,Meybod,IR,32.25,54.02,73.4,32,4,4.7,clear sky
566,Seryshevo,RU,51.09,128.38,41.67,77,85,14.56,overcast clouds
567,La Primavera,CO,5.49,-70.41,78.17,79,87,3.38,overcast clouds
568,Palmer,US,42.16,-72.33,53.01,81,75,5.82,broken clouds
569,Mananjary,MG,-21.22,48.33,68.86,92,100,10.76,light rain
570,Rundu,NA,-17.93,19.77,75.2,25,85,1.61,overcast clouds
571,Castlerea,IE,53.77,-8.5,54.0,99,100,17.0,overcast clouds
572,Icatu,BR,-2.78,-44.07,80.6,78,12,11.41,few clouds
573,Mizdah,LY,31.45,12.98,79.86,17,91,1.86,overcast clouds
574,Pimenta Bueno,BR,-11.67,-61.19,82.9,48,47,1.01,very heavy rain
575,Shetpe,KZ,44.17,52.12,53.8,40,77,5.14,broken clouds
576,Peterhead,GB,57.51,-1.8,53.6,93,90,6.93,overcast clouds
577,Phan Thiet,VN,10.93,108.1,77.61,86,98,3.58,moderate rain
578,Yarada,IN,17.65,83.27,75.2,100,75,2.24,light rain
579,Wuwei,CN,37.93,102.64,42.01,58,28,1.01,scattered clouds
580,Bang Saphan,TH,11.21,99.51,75.2,100,40,3.13,scattered clouds
581,Havelock,US,34.88,-76.9,62.6,88,90,10.29,overcast clouds
582,Uruzgan,AF,32.83,66.0,49.5,45,0,7.67,clear sky
583,Nueva Loja,EC,0.08,-76.88,77.0,83,55,2.24,broken clouds
584,Singaraja,ID,-8.11,115.09,81.54,64,31,3.67,scattered clouds
585,Moyobamba,PE,-6.05,-76.97,66.72,83,70,1.07,broken clouds
586,Boo,SE,59.33,18.28,60.01,93,100,8.05,overcast clouds
587,Sambava,MG,-14.27,50.17,71.51,86,92,2.3,overcast clouds
588,Okara,PK,30.81,73.45,72.63,23,0,1.48,clear sky
589,Atbasar,KZ,51.8,68.33,31.08,92,8,8.37,clear sky
590,Maymyo,MM,22.03,96.47,78.8,88,75,4.7,broken clouds
591,Omboue,GA,-1.57,9.26,76.32,88,100,5.77,light rain
592,Bucerias,MX,20.75,-105.33,87.8,74,20,8.05,few clouds
593,Sovetskiy,RU,61.36,63.58,30.7,94,97,6.85,overcast clouds
594,Matamoros,MX,25.53,-103.25,87.8,15,5,4.79,clear sky
595,Port Hedland,AU,-20.32,118.57,68.0,24,6,20.8,clear sky
596,Aracruz,BR,-19.82,-40.27,81.0,88,40,5.82,scattered clouds
597,Destin,US,30.39,-86.5,73.4,53,1,5.82,clear sky
598,Plettenberg Bay,ZA,-34.05,23.37,62.11,77,0,3.04,clear sky
599,Keighley,GB,53.87,-1.91,51.8,87,20,11.41,few clouds
600,Alpine,US,32.84,-116.77,95.0,11,5,4.7,clear sky
601,Port Shepstone,ZA,-30.74,30.45,66.65,90,100,15.55,light rain
602,Wawa,NG,9.9,4.42,76.68,85,67,4.18,broken clouds
603,Dolores,AR,-36.31,-57.68,50.88,78,100,10.0,light rain
604,Andenes,NO,69.31,16.12,51.8,76,3,13.87,clear sky
605,Hohhot,CN,40.81,111.65,26.6,73,0,4.47,clear sky
606,Mbandaka,CD,0.05,18.26,68.29,94,100,0.89,overcast clouds
607,Platanos,GR,37.67,21.62,71.6,73,75,6.93,broken clouds
608,Ca Mau,VN,9.18,105.15,79.2,91,100,3.94,overcast clouds
609,Turbat,PK,26.0,63.04,80.24,16,0,11.61,clear sky
610,Kaiyuan,CN,23.7,103.3,68.99,84,52,1.19,broken clouds
611,Altamont,US,42.21,-121.74,78.01,27,1,8.05,clear sky
612,Opuwo,NA,-18.06,13.84,66.87,26,8,6.29,clear sky
613,Batemans Bay,AU,-35.72,150.18,84.0,46,15,5.01,few clouds
614,Mahon,ES,39.89,4.27,59.0,82,39,5.82,scattered clouds
615,Bud,US,39.45,-86.18,51.01,71,1,4.7,clear sky
616,Olinda,BR,-8.01,-34.86,78.8,69,40,10.29,scattered clouds
617,Batagay-Alyta,RU,67.8,130.41,25.99,85,7,4.18,clear sky
618,Sancti Spiritus,CU,21.93,-79.44,78.48,84,71,2.33,broken clouds
619,Kununurra,AU,-15.77,128.73,82.4,78,75,4.7,broken clouds
620,Udachnyy,RU,66.42,112.4,33.8,100,90,8.95,overcast clouds
621,Morant Bay,JM,17.88,-76.41,82.4,74,40,25.28,scattered clouds
622,Toba,JP,34.48,136.85,72.0,92,100,16.51,overcast clouds
623,Pankrushikha,RU,53.83,80.34,31.59,96,83,6.22,broken clouds
624,Loreto,MX,22.27,-101.97,64.15,30,0,19.24,clear sky
625,Aklavik,CA,68.22,-135.01,44.6,75,75,4.7,broken clouds
626,Trairi,BR,-3.28,-39.27,78.58,80,68,10.83,broken clouds
627,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,48.2,93,75,8.95,broken clouds
628,Viseu,PT,40.66,-7.91,55.0,76,44,3.0,scattered clouds
629,Los Chiles,CR,11.03,-84.72,77.47,90,68,4.07,broken clouds
630,Dangriga,BZ,16.97,-88.23,84.2,66,40,6.93,scattered clouds
631,Nouakchott,MR,18.09,-15.98,82.4,61,22,2.24,few clouds
632,Araouane,ML,18.9,-3.53,83.19,51,100,10.25,light rain
633,Tambilil,PH,5.96,124.67,84.72,68,83,5.01,light rain
634,Tessalit,ML,20.2,1.01,91.67,25,57,6.13,broken clouds
635,Genhe,CN,50.78,121.52,34.88,83,0,5.17,clear sky
636,Polunochnoye,RU,60.87,60.42,28.94,95,88,4.59,overcast clouds
637,Bereda,ES,43.27,-7.54,54.0,100,64,5.01,broken clouds
638,Manaure,CO,11.78,-72.44,82.02,78,100,10.13,light rain
639,Tomar,PT,39.6,-8.41,57.99,91,52,4.36,broken clouds
640,Parintins,BR,-2.63,-56.74,85.62,54,50,1.83,scattered clouds
641,Aracaju,BR,-10.91,-37.07,80.6,65,40,8.05,scattered clouds
642,Cermik,TR,38.14,39.45,60.8,36,0,8.05,clear sky
643,Verkhnyaya Inta,RU,65.98,60.31,32.02,96,100,20.69,overcast clouds
644,Kasiri,SL,8.94,-13.11,75.54,92,95,6.85,moderate rain
645,Timbiqui,CO,2.77,-77.67,74.86,89,63,2.21,broken clouds
646,Leningradskiy,RU,69.38,178.42,28.47,93,60,8.21,broken clouds
647,Birjand,IR,32.87,59.22,55.69,38,0,5.37,clear sky
648,Deputatskiy,RU,69.3,139.9,23.45,96,99,4.41,overcast clouds
649,Kamalpur,IN,24.2,91.83,76.3,96,99,2.68,overcast clouds
650,Matiri,TZ,-10.75,34.9,64.29,46,22,4.09,few clouds
651,Saint-Joseph,RE,-21.37,55.62,68.0,88,93,13.87,light rain
652,Kesinga,IN,20.2,83.23,74.5,92,97,0.69,overcast clouds
653,Jibuti,DJ,11.5,42.5,82.4,61,1,4.65,clear sky
654,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,74.55,84,75,7.18,broken clouds
655,Angoche,MZ,-16.23,39.91,73.6,88,32,2.48,scattered clouds
656,San Pedro,PH,14.35,121.02,82.4,78,20,3.36,few clouds
657,Tomra,NO,62.58,6.93,59.0,77,95,17.22,light intensity shower rain
658,Ahipara,NZ,-35.17,173.17,65.05,58,0,4.32,clear sky
659,Faya,SA,18.39,42.45,60.8,82,0,0.98,clear sky
660,Tawau,MY,4.25,117.89,77.0,94,40,4.7,moderate rain
661,Mana,GF,5.66,-53.78,79.81,85,70,8.75,broken clouds
662,Hovd,MN,48.01,91.64,34.63,75,4,2.86,clear sky
663,Salaga,GH,8.55,-0.52,74.44,95,94,4.38,overcast clouds
664,Kuldur,RU,49.22,131.63,43.65,76,90,6.35,light rain
665,Padang,ID,-0.95,100.35,78.44,75,84,3.58,broken clouds
666,Santiago Del Estero,AR,-27.8,-64.26,56.5,68,100,7.25,overcast clouds
667,Marsa Matruh,EG,31.35,27.25,73.4,78,0,2.06,clear sky
668,Laramie,US,41.31,-105.59,64.99,18,90,11.41,haze
669,Manbij,SY,36.53,37.95,68.0,37,0,12.1,clear sky
670,Jaguaruna,BR,-28.61,-49.03,61.7,92,100,15.37,overcast clouds
671,Tuban,ID,-6.9,112.06,80.8,69,33,13.31,scattered clouds
672,Lisakovsk,KZ,52.54,62.49,32.27,91,0,7.4,clear sky
673,Cameron Park,US,38.67,-120.99,91.99,16,0,4.09,clear sky
674,Takoradi,GH,4.88,-1.76,76.28,88,67,6.89,broken clouds
675,Makaryev,RU,57.88,43.81,37.85,81,77,5.3,broken clouds
676,Baiyin,CN,36.56,104.21,53.01,48,75,4.47,broken clouds
677,Doha,QA,25.29,51.53,89.6,66,0,2.24,clear sky
678,Luena,AO,-11.78,19.92,68.83,37,1,2.13,clear sky
679,West Plains,US,36.73,-91.85,60.8,41,1,8.05,clear sky
680,Douentza,ML,15.0,-2.95,88.9,41,99,7.56,overcast clouds
681,Gombong,ID,-7.61,109.51,64.0,82,98,5.59,overcast clouds
682,Ust-Ishim,RU,57.69,71.17,29.1,96,93,7.14,overcast clouds
683,Cairns,AU,-16.92,145.77,84.0,61,75,10.29,broken clouds
684,Gigmoto,PH,13.78,124.39,83.23,79,35,4.83,scattered clouds
685,San Jose,US,37.34,-121.89,91.0,26,75,10.29,smoke
686,Caronport,CA,50.45,-105.82,77.0,25,90,11.41,overcast clouds
687,Nortelandia,BR,-14.45,-56.8,89.06,26,14,4.0,few clouds
688,Codajas,BR,-3.84,-62.06,80.71,74,66,1.48,light rain
689,Pouebo,NC,-20.4,164.57,77.61,51,0,0.96,clear sky
690,Yaqui,MX,27.37,-110.17,102.2,26,5,9.17,clear sky
691,Yerbogachen,RU,61.28,108.01,39.97,91,100,9.4,overcast clouds
692,Cody,US,44.53,-109.06,77.0,13,1,11.41,clear sky
693,Povenets,RU,62.85,34.83,50.65,94,100,11.9,moderate rain
694,Tarnogskiy Gorodok,RU,60.5,43.58,38.41,90,92,5.73,overcast clouds
